url,phone_numbers,facebook_links,twitter_x_links,linkedin_links,instagram_links,youtube_links,addresses,error,processing_notes
http://airelibreavenue.com,,,,,,,,"Fetch ClientError for http://airelibreavenue.com: ClientResponseError - 409, message='Conflict', url='http://airelibreavenue.com'",
http://erichedlund.com,,,,,,,,,"Discovered potential contact page: http://erichedlund.com/contact; Attempting to merge data from: http://erichedlund.com/contact; Source page http://erichedlund.com/contact had error: Fetch ClientError for http://erichedlund.com/contact: ClientResponseError - 404, message='Not Found', url='http://www.erichedlund.com/contact'; Merge from http://erichedlund.com/contact complete."
http://imperiumstrategiesllc.com,,https://www.facebook.com/ImperiumPublicStrategies,,https://www.linkedin.com/company/imperium-public-strategies,https://www.instagram.com/imperiumpublicstrategies,,,,Discovered potential contact page: http://imperiumstrategiesllc.com/contact; Attempting to merge data from: http://imperiumstrategiesllc.com/contact; Merge from http://imperiumstrategiesllc.com/contact complete.
http://4v21.com,,,https://twitter.com/share; https://twitter.com/realDonaldTrump; https://twitter.com/richardwolffedc,,,https://www.youtube.com/user/watch,,,Discovered potential contact page: https://4v21.com/self-help; Attempting to merge data from: https://4v21.com/self-help; Merge from https://4v21.com/self-help complete.
http://intfloors.com,,,,,,,,,"Discovered potential contact page: http://intfloors.com/contact; Attempting to merge data from: http://intfloors.com/contact; Source page http://intfloors.com/contact had error: Fetch ClientError for http://intfloors.com/contact: ClientResponseError - 404, message='Not Found', url='http://intfloors.com/contact'; Merge from http://intfloors.com/contact complete."
http://norconindustries.net,4808392324; 5555555555,,,,,,,,Discovered potential contact page: http://norconindustries.net/contact; Attempting to merge data from: http://norconindustries.net/contact; Merge from http://norconindustries.net/contact complete.
http://tic-texas.com,,,,,,,,"Fetch ClientError for http://tic-texas.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.tic-texas.com/'",
http://trihealthbalance.com,,,,,,,,Fetch ClientError for http://trihealthbalance.com: ClientConnectorDNSError - Cannot connect to host trihealthbalance.com:80 ssl:default [getaddrinfo failed],
http://bathpeople.com,,https://www.facebook.com/bathpeople,,,https://www.instagram.com/bathpeopleco,,,,Discovered potential contact page: http://bathpeople.com/pages/about-us; Attempting to merge data from: http://bathpeople.com/pages/about-us; Merge from http://bathpeople.com/pages/about-us complete.
http://bubongstore.com,,,,,,,,Fetch ClientError for http://bubongstore.com: ClientConnectorDNSError - Cannot connect to host bubongstore.com:80 ssl:default [getaddrinfo failed],
http://cedarwork.org,,,,,,,,,Discovered potential contact page: http://cedarwork.org/contact; Attempting to merge data from: http://cedarwork.org/contact; Merge from http://cedarwork.org/contact complete.
http://helixapartments.com,,,,,,,,Fetch Timeout for http://helixapartments.com,
http://richardsservicecenter.com,,,,,,,,"Fetch ClientError for http://richardsservicecenter.com: ClientResponseError - 404, message='Not Found', url='http://richardsservicecenter.com'",
http://epertase.com,,,,,,,,Fetch ClientError for http://epertase.com: ClientConnectorDNSError - Cannot connect to host epertase.com:80 ssl:default [getaddrinfo failed],
http://id44.com,,,,,,,,Fetch ClientError for http://id44.com: ClientConnectorDNSError - Cannot connect to host id44.com:80 ssl:default [getaddrinfo failed],
http://laflosd.com,,,,,,,,Fetch ClientError for http://laflosd.com: ClientConnectorDNSError - Cannot connect to host laflosd.com:80 ssl:default [getaddrinfo failed],
http://lifeofbtc.org,,https://www.facebook.com/Sterling-Council-605921499827431,,,https://www.instagram.com/life.of.btc,,,,Discovered potential contact page: http://lifeofbtc.org/about; Attempting to merge data from: http://lifeofbtc.org/about; Merge from http://lifeofbtc.org/about complete.
http://openairchair.com,80120798,,,,,,,,Discovered potential contact page: http://openairchair.com/contact; Attempting to merge data from: http://openairchair.com/contact; Merge from http://openairchair.com/contact complete.
http://sushirawsf.com,,,,,,,,,Discovered potential contact page: http://sushirawsf.com/contact; Attempting to merge data from: http://sushirawsf.com/contact; Merge from http://sushirawsf.com/contact complete.
http://verve-medical.com,,,,,,,,,"Discovered potential contact page: http://verve-medical.com/contact; Attempting to merge data from: http://verve-medical.com/contact; Source page http://verve-medical.com/contact had error: Fetch ClientError for http://verve-medical.com/contact: ClientResponseError - 404, message='Not Found', url='http://verve-medical.com/contact'; Merge from http://verve-medical.com/contact complete."
http://jaredshavelson.com,,,,,,,,"Fetch ClientError for http://jaredshavelson.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.jaredshavelson.com/'",
http://lgcountryschool.com,,,,,,,,"Fetch ClientError for http://lgcountryschool.com: ClientConnectorCertificateError - Cannot connect to host lgcountryschool.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://wanakenapinecone.wordpress.com,3153094040,https://www.facebook.com/profile.php,,,,,,,"Discovered potential contact page: http://wanakenapinecone.wordpress.com/contact; Attempting to merge data from: http://wanakenapinecone.wordpress.com/contact; Source page http://wanakenapinecone.wordpress.com/contact had error: Fetch ClientError for http://wanakenapinecone.wordpress.com/contact: ClientResponseError - 404, message='Not Found', url='https://wanakenapinecone.wordpress.com/contact'; Merge from http://wanakenapinecone.wordpress.com/contact complete."
http://clevelandheightsapartments.com,,,,,,,,,Discovered potential contact page: http://clevelandheightsapartments.com/contact; Attempting to merge data from: http://clevelandheightsapartments.com/contact; Merge from http://clevelandheightsapartments.com/contact complete.
http://highqualitypcs.com,,,,,,,,Fetch ClientError for http://highqualitypcs.com: ClientConnectorDNSError - Cannot connect to host highqualitypcs.com:80 ssl:default [getaddrinfo failed],
http://tylerteaches.com,,,,,,,,,Discovered potential contact page: http://tylerteaches.com/contact; Attempting to merge data from: http://tylerteaches.com/contact; Merge from http://tylerteaches.com/contact complete.
http://86fest.com,,https://www.facebook.com/86FEST; https://www.facebook.com/TeamTopakRacing; https://www.facebook.com/events; https://www.facebook.com/CarsWithoutLimits,,,https://www.instagram.com/azfrs86; https://www.instagram.com/socalsd86; https://www.instagram.com/86fest,,,,Discovered potential contact page: http://86fest.com/contact; Attempting to merge data from: http://86fest.com/contact; Merge from http://86fest.com/contact complete.
http://elijahvest.com,,,,,,,,Fetch Timeout for http://elijahvest.com,
http://hannacho.com,,,,,,,,Fetch ClientError for http://hannacho.com: ClientConnectorDNSError - Cannot connect to host hannacho.com:80 ssl:default [getaddrinfo failed],
http://jasonheltonrealestate.com,,,,,,,,,Discovered potential contact page: http://jasonheltonrealestate.com/contact; Attempting to merge data from: http://jasonheltonrealestate.com/contact; Merge from http://jasonheltonrealestate.com/contact complete.
http://kathymetzinc.com,,https://www.facebook.com/KathyGiuffridaMetz,https://cdn1.brivityidx.com/assets; https://mobile.twitter.com/kathleenmetz6,https://www.linkedin.com/in/kathy-metz-b145496,,,"'123 Main St, Anytown'; 35 Arkay Drive Suite 300",,Discovered potential contact page: http://kathymetzinc.com/about_me; Attempting to merge data from: http://kathymetzinc.com/about_me; Merge from http://kathymetzinc.com/about_me complete.
http://platformtemizlik.com,,,,,,,,"Fetch ClientError for http://platformtemizlik.com: ClientResponseError - 404, message='Not Found', url='http://platformtemizlik.com'",
http://shmstudios.com,,,,,,,,"Fetch ClientError for http://shmstudios.com: ClientConnectorCertificateError - Cannot connect to host shmstudios.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://westtubingcompany.com,8283898823; %208283898823,https://www.facebook.com/westtubingcompany,,,https://www.instagram.com/west_tubing_company,,,,Discovered potential contact page: https://westtubingcompany.com/contact-west-tubing-company; Attempting to merge data from: https://westtubingcompany.com/contact-west-tubing-company; Merge from https://westtubingcompany.com/contact-west-tubing-company complete.
http://advance-tcc.com,,,,,,,,Fetch ClientError for http://advance-tcc.com: ClientConnectorDNSError - Cannot connect to host advance-tcc.com:80 ssl:default [getaddrinfo failed],
http://bluestreakgrinding.com,,,,,,,,,Discovered potential contact page: http://bluestreakgrinding.com/bsg-contact.html; Attempting to merge data from: http://bluestreakgrinding.com/bsg-contact.html; Merge from http://bluestreakgrinding.com/bsg-contact.html complete.
http://tashahmoore.com,,,,,,,,"Fetch ClientError for http://tashahmoore.com: ClientResponseError - 404, message='Not Found', url='https://tashahmoore.com/'",
http://thejewishheritagefoundation.com,,,,,,,,"Fetch ClientError for http://thejewishheritagefoundation.com: ClientResponseError - 404, message='Not Found', url='https://thejewishheritagefoundation.com/'",
http://veritassynergetic.com,,,,,,,,Fetch ClientError for http://veritassynergetic.com: ClientConnectorDNSError - Cannot connect to host veritassynergetic.com:80 ssl:default [getaddrinfo failed],
http://wellbaum-apiaries.business.site,,,,,,,,"Fetch ClientError for http://wellbaum-apiaries.business.site: ClientResponseError - 404, message='Not Found', url='http://wellbaum-apiaries.business.site'",
http://aroostooktechnologies.com,2077629321; +1207762,,,,,,"Address: 4 Airport Drive  Presque Isle, ME 04769; 4 Airport Drive
Presque Isle, ME 04769",,Discovered potential contact page: http://aroostooktechnologies.com/contact; Attempting to merge data from: http://aroostooktechnologies.com/contact; Merge from http://aroostooktechnologies.com/contact complete.
http://branchedoakmarina.com,,https://www.facebook.com/Branched-Oak-Marina-155307791173595,,,,,,,"Discovered potential contact page: https://branchedoakmarina.com/contact-us; Attempting to merge data from: https://branchedoakmarina.com/contact-us; Source page https://branchedoakmarina.com/contact-us had error: Fetch ClientError for https://branchedoakmarina.com/contact-us: ClientResponseError - 500, message='Internal Server Error', url='https://branchedoakmarina.com/contact-us'; Merge from https://branchedoakmarina.com/contact-us complete."
http://brandibaileyphotos.com,,,,,,,,Fetch ClientError for http://brandibaileyphotos.com: ClientConnectorDNSError - Cannot connect to host brandibaileyphotos.com:80 ssl:default [getaddrinfo failed],
http://daylilyhealth.org,,https://www.facebook.com/daylilyhealth,,https://www.linkedin.com/company/daylilyhealth,https://www.instagram.com/daylilyhealth,,,,Discovered potential contact page: https://daylilyhealth.org/contact; Attempting to merge data from: https://daylilyhealth.org/contact; Merge from https://daylilyhealth.org/contact complete.
http://woodstocklodge246.org,,,,,,,,Fetch ClientError for http://woodstocklodge246.org: ClientConnectorDNSError - Cannot connect to host woodstocklodge246.org:80 ssl:default [getaddrinfo failed],
http://burkeoppenheim.com,,,,,,,,Fetch ClientError for http://burkeoppenheim.com: ClientConnectorDNSError - Cannot connect to host burkeoppenheim.com:80 ssl:default [getaddrinfo failed],
http://eringallagher.wordpress.com,60614492,https://www.facebook.com/pages,https://twitter.com/eringallagher,,,,how it happened:,,Discovered potential contact page: https://eringallagher.wordpress.com/contact-us; Attempting to merge data from: https://eringallagher.wordpress.com/contact-us; Merge from https://eringallagher.wordpress.com/contact-us complete.
http://snugharborca.com,,,,,,,,Fetch ClientError for http://snugharborca.com: ClientConnectorDNSError - Cannot connect to host snugharborca.com:80 ssl:default [getaddrinfo failed],
http://successoilco.com,,,,,,,,"Fetch ClientError for http://successoilco.com: ClientConnectorCertificateError - Cannot connect to host successoilco.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://thermalpd.com,,,,,,,,"Fetch ClientError for http://thermalpd.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.thermalpd.com/'",
http://emergencyinternational.org,,,,,,,,,"Discovered potential contact page: http://emergencyinternational.org/contact; Attempting to merge data from: http://emergencyinternational.org/contact; Source page http://emergencyinternational.org/contact had error: Fetch ClientError for http://emergencyinternational.org/contact: ClientResponseError - 403, message='Forbidden', url='http://emergencyinternational.org/contact/'; Merge from http://emergencyinternational.org/contact complete."
http://foxtrailerservice.com,,,,,,,,"Fetch ClientError for http://foxtrailerservice.com: ClientConnectorCertificateError - Cannot connect to host foxtrailerservice.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://nomadicbearproductions.com,,,,,,,,"Fetch ClientError for http://nomadicbearproductions.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.nomadicbearproductions.com/'",
http://powersfamilymedicine.com,+1248482; 12484826222; +1248987,https://www.facebook.com/powersmedicine,,,,,,,Discovered potential contact page: http://powersfamilymedicine.com/about; Attempting to merge data from: http://powersfamilymedicine.com/about; Merge from http://powersfamilymedicine.com/about complete.
http://themacks.wordpress.com,,,,,,,,,Discovered potential contact page: https://themacks.wordpress.com/about; Attempting to merge data from: https://themacks.wordpress.com/about; Merge from https://themacks.wordpress.com/about complete.
http://timothylee.us,,,,https://www.linkedin.com/in/timothylee-us,,,,,Discovered potential contact page: http://timothylee.us/contact; Attempting to merge data from: http://timothylee.us/contact; Merge from http://timothylee.us/contact complete.
http://nu-imagepainting.com,,,,,,,,Fetch ClientError for http://nu-imagepainting.com: ClientConnectorDNSError - Cannot connect to host nu-imagepainting.com:80 ssl:default [getaddrinfo failed],
http://southsidedentalcare-dentalclinic.business.site,,,,,,,,"Fetch ClientError for http://southsidedentalcare-dentalclinic.business.site: ClientResponseError - 404, message='Not Found', url='http://southsidedentalcare-dentalclinic.business.site'",
http://citadelurban.com,2108984777; 78245898,https://www.facebook.com/profile.php,,,https://www.instagram.com/citadelurban,,,,Discovered potential contact page: http://citadelurban.com/contact; Attempting to merge data from: http://citadelurban.com/contact; Merge from http://citadelurban.com/contact complete.
http://coopster.org,,,https://twitter.com/share,,,,,,"Discovered potential contact page: http://coopster.org/contact; Attempting to merge data from: http://coopster.org/contact; Source page http://coopster.org/contact had error: Fetch ClientError for http://coopster.org/contact: ClientResponseError - 404, message='Not Found', url='http://coopster.org/contact'; Merge from http://coopster.org/contact complete."
http://directjet.com,,,,,,,,"Fetch ClientError for http://directjet.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.directjet.com/'",
http://sacreativedesign.com,,,,,,,,,"Discovered potential contact page: http://sacreativedesign.com/contact; Attempting to merge data from: http://sacreativedesign.com/contact; Source page http://sacreativedesign.com/contact had error: Fetch ClientError for http://sacreativedesign.com/contact: ClientResponseError - 404, message='Not Found', url='http://sacreativedesign.com/contact'; Merge from http://sacreativedesign.com/contact complete."
http://yjlashstudio.com,,https://www.facebook.com/yjlash,,,https://www.instagram.com/yjlashstudio,,,,"Discovered potential contact page: http://yjlashstudio.com/contact; Attempting to merge data from: http://yjlashstudio.com/contact; Source page http://yjlashstudio.com/contact had error: Fetch ClientError for http://yjlashstudio.com/contact: ClientResponseError - 404, message='Not Found', url='http://yjlashstudio.com/contact'; Merge from http://yjlashstudio.com/contact complete."
http://sanfranciscowinecenter.com,,,,,,,,,Discovered potential contact page: http://sanfranciscowinecenter.com/contact; Attempting to merge data from: http://sanfranciscowinecenter.com/contact; Merge from http://sanfranciscowinecenter.com/contact complete.
http://sceniclandscaping.net,,,,,,,,Fetch ClientError for http://sceniclandscaping.net: ClientConnectorDNSError - Cannot connect to host sceniclandscaping.net:80 ssl:default [getaddrinfo failed],
http://techsynario.com,,,,,,,,Fetch ClientError for http://techsynario.com: ClientConnectorDNSError - Cannot connect to host techsynario.com:80 ssl:default [getaddrinfo failed],
http://temploebenezerweslaco.com,,,,,,,,,Discovered potential contact page: http://temploebenezerweslaco.com/contact; Attempting to merge data from: http://temploebenezerweslaco.com/contact; Merge from http://temploebenezerweslaco.com/contact complete.
http://cotherix.com,,,,,,,,Fetch ClientError for http://cotherix.com: ClientConnectorDNSError - Cannot connect to host cotherix.com:80 ssl:default [getaddrinfo failed],
http://leahyfamilydentistry.com,9193634204,https://www.facebook.com/leahyfamilydentistry,https://my.dentrix.com/0035230; https://twitter.com/LeahyDentistry,,,,,,Discovered potential contact page: http://leahyfamilydentistry.com/contact; Attempting to merge data from: http://leahyfamilydentistry.com/contact; Merge from http://leahyfamilydentistry.com/contact complete.
http://ohanacrm.com,,,,,,,,"Fetch ClientError for http://ohanacrm.com: ClientConnectorCertificateError - Cannot connect to host ohanacrm.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://pd2llc.com,,,,,,,,Fetch ClientError for http://pd2llc.com: ClientConnectorDNSError - Cannot connect to host pd2llc.com:80 ssl:default [getaddrinfo failed],
http://romesportshalloffame.com,,,,,,,,"Fetch ClientError for http://romesportshalloffame.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.romesportshalloffame.com/'",
http://studiobsalon.net,,,,,,,,Fetch ClientError for http://studiobsalon.net: ClientConnectorDNSError - Cannot connect to host studiobsalon.net:80 ssl:default [getaddrinfo failed],
http://aristacons.com,28578990009; 18578990009; 38578990009; 3857899; 1857899; 2857899,https://www.facebook.com/delaware,https://twitter.com/delaware,,,,DE 198 Tech Road,,Discovered potential contact page: https://aristacons.com/contact; Attempting to merge data from: https://aristacons.com/contact; Merge from https://aristacons.com/contact complete.
http://sbmobilenails.com,,,,,,,,"Fetch ClientError for http://sbmobilenails.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.sbmobilenails.com/'",
http://aether-multimedia-llc.business.site,,,,,,,,"Fetch ClientError for http://aether-multimedia-llc.business.site: ClientResponseError - 404, message='Not Found', url='http://aether-multimedia-llc.business.site'",
http://aspecialtouchflorist.net,,,,,,,,Fetch Timeout for http://aspecialtouchflorist.net,
http://cowpaddyfudge.wordpress.com,,,,,,,,,Discovered potential contact page: https://cowpaddyfudge.wordpress.com/about; Attempting to merge data from: https://cowpaddyfudge.wordpress.com/about; Merge from https://cowpaddyfudge.wordpress.com/about complete.
http://maquez-kennelz.business.site,,,,,,,,"Fetch ClientError for http://maquez-kennelz.business.site: ClientResponseError - 404, message='Not Found', url='http://maquez-kennelz.business.site'",
http://tax-masters.net,,,,,,,,Fetch ClientError for http://tax-masters.net: ClientConnectorDNSError - Cannot connect to host tax-masters.net:80 ssl:default [getaddrinfo failed],
http://ticketsregina.com,,,,,,,,"Fetch ClientError for http://ticketsregina.com: ClientResponseError - 403, message='Forbidden', url='http://ticketsregina.com'",
http://abujaluxuryhome.com,,,,,,,,Fetch ClientError for http://abujaluxuryhome.com: ClientConnectorDNSError - Cannot connect to host abujaluxuryhome.com:80 ssl:default [getaddrinfo failed],
http://belozapp.com,,,,,,,,Fetch ClientError for http://belozapp.com: ClientConnectorDNSError - Cannot connect to host belozapp.com:80 ssl:default [getaddrinfo failed],
http://harmonystarkennel.com,,,,,,,,"Fetch ClientError for http://harmonystarkennel.com: ClientResponseError - 404, message='Not Found', url='https://harmonystarkennel.com/'",
http://homesforsalescv.com,,,,,,,,"Fetch ClientError for http://homesforsalescv.com: ClientConnectorCertificateError - Cannot connect to host homesforsalescv.com:443 ssl:True [SSLCertVerificationError: (1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://1stamc.com,,,,,,,,"Fetch ClientError for http://1stamc.com: ClientConnectorCertificateError - Cannot connect to host www.1stamc.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1028)')]",
http://abbevillecalendar.com,,,,,,,,,"Discovered potential contact page: http://abbevillecalendar.com/contact; Attempting to merge data from: http://abbevillecalendar.com/contact; Source page http://abbevillecalendar.com/contact had error: Fetch ClientError for http://abbevillecalendar.com/contact: ClientResponseError - 404, message='Not Found', url='https://abbevillecalendar.com/contact'; Merge from http://abbevillecalendar.com/contact complete."
http://apollostreams.com,,https://www.facebook.com/Apollo-Streams-103638581396058,,,https://www.instagram.com/apollostreams,,,,Discovered potential contact page: http://apollostreams.com/pages/contact-us; Attempting to merge data from: http://apollostreams.com/pages/contact-us; Merge from http://apollostreams.com/pages/contact-us complete.
http://fitfeetflorida.com,8135636458; 7278245100; 813645199; 8136451993,https://www.facebook.com/FitFeetForLifeFootandAnkle,,,,,,,Discovered potential contact page: http://fitfeetflorida.com/contact-us; Attempting to merge data from: http://fitfeetflorida.com/contact-us; Merge from http://fitfeetflorida.com/contact-us complete.
http://kaylabeehler.com,,,,https://www.linkedin.com/in/kayla-beehler-61691410a,https://www.instagram.com/kb_designs,,,,Discovered potential contact page: http://kaylabeehler.com/about-me; Attempting to merge data from: http://kaylabeehler.com/about-me; Merge from http://kaylabeehler.com/about-me complete.
http://parisfumc.org,,,,,,,,Fetch ClientError for http://parisfumc.org: ClientConnectorDNSError - Cannot connect to host parisfumc.org:80 ssl:default [getaddrinfo failed],
http://jointguard.com,,,,,,,,,Discovered potential contact page: http://jointguard.com/contact; Attempting to merge data from: http://jointguard.com/contact; Merge from http://jointguard.com/contact complete.
http://kusbeautyusa.com,,,,,,,,"Fetch ClientError for http://kusbeautyusa.com: ClientResponseError - 409, message='Conflict', url='http://kusbeautyusa.com'",
http://logansquarelaundry.com,,,,,,,,Fetch ClientError for http://logansquarelaundry.com: ClientConnectorDNSError - Cannot connect to host logansquarelaundry.com:80 ssl:default [getaddrinfo failed],
http://mogreenway.com,,,,,,,,,Discovered potential contact page: https://mogreenway.com/about-greenway/contact-us; Attempting to merge data from: https://mogreenway.com/about-greenway/contact-us; Merge from https://mogreenway.com/about-greenway/contact-us complete.
http://al-advertising-diet-store.com,,,,,,,,Fetch ClientError for http://al-advertising-diet-store.com: ClientConnectorDNSError - Cannot connect to host al-advertising-diet-store.com:80 ssl:default [getaddrinfo failed],
http://artworkbydoyle.com,,,,,,,,Fetch ClientError for http://artworkbydoyle.com: ClientConnectorDNSError - Cannot connect to host artworkbydoyle.com:80 ssl:default [getaddrinfo failed],
http://bc-hinger.com,,,,,,,,Fetch ClientError for http://bc-hinger.com: ClientConnectorDNSError - Cannot connect to host bc-hinger.com:80 ssl:default [getaddrinfo failed],
http://beautyblueprintllc.com,,,,,,,,Fetch ClientError for http://beautyblueprintllc.com: ClientConnectorDNSError - Cannot connect to host beautyblueprintllc.com:80 ssl:default [getaddrinfo failed],
http://bookkeepinglogic.com,,,,,,,"17770 Monterey Rd Suite C Morgan Hill, CA  95037",,Discovered potential contact page: https://bookkeepinglogic.com/about-us; Attempting to merge data from: https://bookkeepinglogic.com/about-us; Merge from https://bookkeepinglogic.com/about-us complete.
http://neomedia-dg.com,+19152012695; +1915201,https://www.facebook.com/neomedia.dg,,https://www.linkedin.com/company/neomedia-design-group,https://www.instagram.com/neomedia.dg,https://www.youtube.com/user/NeomediaDesignGroup,,,Discovered potential contact page: http://neomedia-dg.com/contact-us; Attempting to merge data from: http://neomedia-dg.com/contact-us; Merge from http://neomedia-dg.com/contact-us complete.
http://reveportraits.com,,,,,,,,Fetch ClientError for http://reveportraits.com: ClientConnectorDNSError - Cannot connect to host reveportraits.com:80 ssl:default [getaddrinfo failed],
http://rustyskate.com,,,,,,,,"Fetch ClientError for http://rustyskate.com: ClientResponseError - 409, message='Conflict', url='http://rustyskate.com'",
http://shootmethevin.com,8775122555,,,,,,4 Wheel Drive,,"Discovered potential contact page: http://shootmethevin.com/contact; Attempting to merge data from: http://shootmethevin.com/contact; Source page http://shootmethevin.com/contact had error: Fetch ClientError for http://shootmethevin.com/contact: ClientResponseError - 404, message='Not Found', url='http://shootmethevin.com/contact'; Merge from http://shootmethevin.com/contact complete."
http://3lechesbake.com,,https://www.facebook.com/3lechesbake,,,https://www.instagram.com/3lechesbakery,,,,"Discovered potential contact page: http://3lechesbake.com/contact; Attempting to merge data from: http://3lechesbake.com/contact; Source page http://3lechesbake.com/contact had error: Fetch ClientError for http://3lechesbake.com/contact: ClientResponseError - 404, message='Not Found', url='https://3lechesbake.com/contact'; Merge from http://3lechesbake.com/contact complete."
http://baypointlabs.com,7077476081,,,,,,"685 Stone Rd Suite 9, Benicia, CA 94510, United States Of America",,"Discovered potential contact page: http://baypointlabs.com/contact; Attempting to merge data from: http://baypointlabs.com/contact; Source page http://baypointlabs.com/contact had error: Fetch ClientError for http://baypointlabs.com/contact: ClientResponseError - 404, message='Not Found', url='http://baypointlabs.com/contact'; Merge from http://baypointlabs.com/contact complete."
http://bigtransformerbushings.com,1330493; +3304931890,,,,,,"4321 STRAUSSER ST. NW, NORTH CANTON, OH 44720",,Discovered potential contact page: http://bigtransformerbushings.com/contact-parc-transformer-bushings.php; Attempting to merge data from: http://bigtransformerbushings.com/contact-parc-transformer-bushings.php; Merge from http://bigtransformerbushings.com/contact-parc-transformer-bushings.php complete.
http://feltgoodmusic.com,,,,,,,,"Fetch ClientError for http://feltgoodmusic.com: ClientResponseError - 404, message='Not Found', url='https://feltgoodmusic.com/'",
http://lionsteelstructuresco.com,,,,,,,,Fetch ClientError for http://lionsteelstructuresco.com: ClientConnectorDNSError - Cannot connect to host lionsteelstructuresco.com:80 ssl:default [getaddrinfo failed],
http://royaltycleaningva.co,,,,,,,,Fetch ClientError for http://royaltycleaningva.co: ClientConnectorDNSError - Cannot connect to host royaltycleaningva.co:80 ssl:default [getaddrinfo failed],
http://sherricornett.com,,,,,,,,,Discovered potential contact page: http://sherricornett.com/contactnewsletter.html; Attempting to merge data from: http://sherricornett.com/contactnewsletter.html; Merge from http://sherricornett.com/contactnewsletter.html complete.
http://childcarecompany.org,,,,,,,,,"Discovered potential contact page: http://childcarecompany.org/contact; Attempting to merge data from: http://childcarecompany.org/contact; Source page http://childcarecompany.org/contact had error: Fetch ClientError for http://childcarecompany.org/contact: ClientResponseError - 404, message='Not Found', url='http://childcarecompany.org/contact'; Merge from http://childcarecompany.org/contact complete."
http://kathrynsonmoonlake.com,,,,,,,,,Discovered potential contact page: http://kathrynsonmoonlake.com/contact; Attempting to merge data from: http://kathrynsonmoonlake.com/contact; Merge from http://kathrynsonmoonlake.com/contact complete.
http://periogel.net,8774344867,https://www.facebook.com/PerioProtect,https://twitter.com/perioprotect,,https://www.instagram.com/perioprotect,https://www.youtube.com/user/perioprotect,3955 Bayless Avenue,,Discovered potential contact page: http://periogel.net/pages/contact; Attempting to merge data from: http://periogel.net/pages/contact; Merge from http://periogel.net/pages/contact complete.
http://prashnercpa.com,,https://www.facebook.com/Barbara-Prashner-CPA-PC-128144142015,,https://www.linkedin.com/in/barbara-prashner-cpa-p-c-8914127,,,,,Discovered potential contact page: http://prashnercpa.com/contact; Attempting to merge data from: http://prashnercpa.com/contact; Merge from http://prashnercpa.com/contact complete.
http://whittiershuttle.com,,,,,,,,"Fetch ClientError for http://whittiershuttle.com: ClientConnectorCertificateError - Cannot connect to host whittiershuttle.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://aetheradvisors.com,,,,,,,,"Fetch ClientError for http://aetheradvisors.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.aetheradvisors.com/'",
http://ageanabrett.com,,,,,,,,Fetch ClientError for http://ageanabrett.com: ClientConnectorDNSError - Cannot connect to host ageanasart.com:443 ssl:default [getaddrinfo failed],
http://crossroadsrvpk.com,,,,,,,,Fetch ClientError for http://crossroadsrvpk.com: ClientConnectorDNSError - Cannot connect to host crossroadsrvpk.com:80 ssl:default [getaddrinfo failed],
http://fightguard.net,,,,,,,,,Discovered potential contact page: http://fightguard.net/performance/contact-us; Attempting to merge data from: http://fightguard.net/performance/contact-us; Merge from http://fightguard.net/performance/contact-us complete.
http://nationalcapitalfitday.com,,,,,,,,Fetch ClientError for http://nationalcapitalfitday.com: ClientConnectorDNSError - Cannot connect to host nationalcapitalfitday.com:80 ssl:default [getaddrinfo failed],
http://ordercrustandbuns.com,,,,,,,,Fetch ClientError for http://ordercrustandbuns.com: ClientConnectorDNSError - Cannot connect to host ordercrustandbuns.com:80 ssl:default [getaddrinfo failed],
