url,phone_numbers,facebook_links,twitter_x_links,linkedin_links,instagram_links,youtube_links,addresses,error
http://thebeautyteam.com,9089175233,https://www.facebook.com/The-Beauty-Team-NJ-1524388267839855,,https://www.linkedin.com/in/daniela-brozkova-3b084b9,https://www.instagram.com/thebeautyteamnj,,,
http://justgooglebenhiggins.com,,,,,,,,
http://onsa.net,,,,,,,"1270 Chemeketa Street N.E., Salem, OR 97301",
http://stitchncluck.com,,,,,,,,
http://ascend-tech.us,,,https://twitter.com/AscendSoftTech,https://www.linkedin.com/company/ascendant-software-technology-llc,,,,
http://buryservices.com,,,,,,,,
http://cleaningsvccolumbiafalls.com,,,,,,,,AIOHTTP ClientError for http://cleaningsvccolumbiafalls.com: ClientConnectorDNSError - Cannot connect to host cleaningsvccolumbiafalls.com:80 ssl:default [getaddrinfo failed]
http://fortlaudedalepsychic.com,,,,,,,,AIOHTTP ClientError for http://fortlaudedalepsychic.com: ClientConnectorDNSError - Cannot connect to host fortlaudedalepsychic.com:80 ssl:default [getaddrinfo failed]
http://longrealty.com,,,,,,,,"AIOHTTP ClientError for http://longrealty.com: ClientResponseError - 403, message='Forbidden', url='https://longrealty.com/'"
http://miltongeorgialiving.com,,,,,,,,
http://smensclub.org,15143741,https://www.facebook.com/smensclub,,,,,625 Blackburn Road,
http://woodgateapts.net,8442017843,https://www.facebook.com/pg,https://twitter.com/intent,,https://www.instagram.com/woodgate.jordan.landing,,,
http://crawfordproduction.com,,,,,,,,
http://fanbladedesigns.com,,https://www.facebook.com/pages,https://twitter.com/FanBladeDesigns; https://twitter.com/fanbladedesigns,,https://www.instagram.com/fanbladedesigns,https://www.youtube.com/user/watch,,
http://ghostmountain.org,,,,,https://www.instagram.com/ghostmountainpdx,,,
http://lequedagua.com,,https://www.facebook.com/lequedagua.lda,,,https://www.instagram.com/lequedagua,,,
http://lisinoprilfst.com,,,,,,,,"AIOHTTP ClientError for http://lisinoprilfst.com: ClientResponseError - 404, message='Not Found', url='https://lisinoprilfst.com/'"
http://nbwatergardens.com,65340229,,,,,,,
http://semillacenter.org,,https://www.facebook.com/SemillaCenter,https://twitter.com/semillacenter,,https://www.instagram.com/semillacenter,,,
http://jrmatheny.com,,,https://twitter.com/jason_r_matheny,,https://www.instagram.com/jrmatheny,,,
http://madebyjosy.com,,,,,,,,"AIOHTTP ClientError for http://madebyjosy.com: ClientResponseError - 404, message='Not Found', url='https://madebyjosy.myshopify.com/'"
http://philippineflowers.com,,,,,,https://www.youtube.com/user/embed,,
http://stpunited.org,,https://www.facebook.com/stpunited,,,https://www.instagram.com/stpaulsraymore,,,
http://thethriftyhijabi.com,,,,,,,,
http://timemusicgroupnyc.com,,,,,,,,
http://2701jamesmwood.com,,,,,,,,"AIOHTTP ClientError for http://2701jamesmwood.com: ClientConnectorCertificateError - Cannot connect to host 2701jamesmwood.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]"
http://behindthewhitebeard.com,,,,,,,,AIOHTTP ClientError for http://behindthewhitebeard.com: ClientConnectorDNSError - Cannot connect to host behindthewhitebeard.com:80 ssl:default [getaddrinfo failed]
http://calcoastjewelryappraisers.com,+17605046343; 7605046343,https://www.facebook.com/CalCoastJewelryAppraisers,,,https://www.instagram.com/gemologistgirl,,3001 Carlsbad Blvd Suite 12,
http://floraottimer.com,,https://www.facebook.com/floraottimer,,,https://www.instagram.com/floraottimer,,,
http://infinitiofsouthatlanta.com,,,,,,,,"AIOHTTP ClientError for http://infinitiofsouthatlanta.com: ClientResponseError - 405, message='Not allowed', url='http://infinitiofsouthatlanta.com'"
http://johnsoncreekrvresort.com,8303673300,https://www.facebook.com/johnsoncreekrvresortpark,,,https://www.instagram.com/explore,,,
http://liketelevision.com,,,,,,,,AIOHTTP ClientError for http://liketelevision.com: ClientConnectorDNSError - Cannot connect to host liketelevision.com:80 ssl:default [getaddrinfo failed]
http://talkingparents.com,,https://www.facebook.com/TalkingParents,https://twitter.com/Talkingparents,,https://www.instagram.com/talkingparentsapp,,,
http://allcleanhomes.com,,,,,,,,
http://ericamhill.com,,,,,,,,
http://hypnosishealthworks.com,,,,,,,,"AIOHTTP ClientError for http://hypnosishealthworks.com: ClientConnectorCertificateError - Cannot connect to host hypnosishealthworks.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]"
http://rewildyourgarden.com,,,,,,,,"AIOHTTP ClientError for http://rewildyourgarden.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.rewildyourgarden.com/'"
http://shakeprosolutions.com,,https://www.facebook.com/ShakeProSolutions,https://twitter.com/shakepros,,https://www.instagram.com/shakeprosolutions,,,
http://themarketinggroupaz.com,,,,,,,,"AIOHTTP ClientError for http://themarketinggroupaz.com: ClientResponseError - 404, message='Not Found', url='https://themarketinggroupaz.com/'"
http://virustarllc.com,,,,,,,,AIOHTTP ClientError for http://virustarllc.com: ClientConnectorDNSError - Cannot connect to host virustarllc.com:80 ssl:default [getaddrinfo failed]
http://continentalfresh.com,5555555555,,,https://www.linkedin.com/company/continental-fresh-llc,,,,
http://marblepolishingmiami.net,3057312242,,,,,https://www.youtube.com/user/watch,,
http://tornadobaseball.com,,,,,,,,
http://hdnavalue.com,,,,,,,,"AIOHTTP ClientError for http://hdnavalue.com: ClientConnectorCertificateError - Cannot connect to host hdnavalue.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]"
http://mojoparker.com,,https://www.facebook.com/mojoparker,,,https://www.instagram.com/mojoparkerblues,,,
http://proofpass.com,,,,,,,,AIOHTTP ClientError for http://proofpass.com: ClientConnectorDNSError - Cannot connect to host proofpass.com:80 ssl:default [getaddrinfo failed]
http://rgaineswebdevelopment.com,+18169747493,,,,,,,
http://spynewsletter.com,,,,,,,,"AIOHTTP ClientError for http://spynewsletter.com: ClientResponseError - 404, message='Not Found', url='http://spynewsletter.com'"
http://charliesproshop.com,,,,,,,11401 Starkey Road,
http://haqelyaqeen.com,,,,,,,,AIOHTTP ClientError for http://haqelyaqeen.com: ClientConnectorDNSError - Cannot connect to host haqelyaqeen.com:80 ssl:default [getaddrinfo failed]
http://mutterpasshuellen.eu,,,,,,,,
http://theneumannproject.com,,,,,,,,AIOHTTP ClientError for http://theneumannproject.com: ClientConnectorDNSError - Cannot connect to host theneumannproject.com:80 ssl:default [getaddrinfo failed]
http://vibrantlifefarms.com,,,,,,,,"AIOHTTP ClientError for http://vibrantlifefarms.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.vibrantlifefarms.com/'"
http://vipsmarthomes.com,,,,,,,,
http://jsdagency.com,,,,https://www.linkedin.com/company/jsdagency,https://www.instagram.com/jsd.agency,,,
http://sunnova-solar-oakland.business.site,,,,,,,,"AIOHTTP ClientError for http://sunnova-solar-oakland.business.site: ClientResponseError - 404, message='Not Found', url='http://sunnova-solar-oakland.business.site'"
http://tevisdenise.com,,,,,,,,"AIOHTTP ClientError for http://tevisdenise.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.tevisdenise.com/'"
http://badgertoyotalift.com,,,,,,,,
http://bettoli.realtor,3053567440,https://www.facebook.com/NARdotRealtor,https://twitter.com/NARdotREALTOR,,https://www.instagram.com/nardotrealtor,https://www.youtube.com/user/dotREALTOR,,
http://greggardnersbarbershop.com,,,,,,,,"AIOHTTP ClientError for http://greggardnersbarbershop.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.greggardnersbarbershop.com/'"
http://hautesalonjc.com,,,,,,,,"AIOHTTP ClientError for http://hautesalonjc.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.hautesalonjc.com/'"
http://ropescan.us,,,,,,,,
http://saracott.com,30030850,,,,,,,
http://dumpsterrentalalhambraca.com,,,,,,,,"AIOHTTP ClientError for http://dumpsterrentalalhambraca.com: ClientResponseError - 523, message='', url='http://dumpsterrentalalhambraca.com'"
http://fynres.com,,,,,,,"1326 E. Commercial Blvd., #1023 Oakland Park, FL, 33334, US,",
http://hubbardstudios.com,,,,,,,,"AIOHTTP ClientError for http://hubbardstudios.com: ClientResponseError - 404, message='Not Found', url='https://hubbardstudios.com/'"
http://roushdetailingllc.com,,,,,,,,"AIOHTTP ClientError for http://roushdetailingllc.com: ClientConnectorCertificateError - Cannot connect to host roushdetailingllc.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]"
http://salinasidingcompany.com,+17853908822,https://www.facebook.com/Salina-Siding-Company-104405568676524,,https://www.linkedin.com/company/75604120,,,,
http://arisepca.com,,https://www.facebook.com/ArisePCA,,,https://www.instagram.com/arisepresbyterian; https://www.instagram.com/p,,631 Eucalyptus Ave,
http://hairbykole.com,,,,,,,,AIOHTTP ClientError for http://hairbykole.com: ClientConnectorDNSError - Cannot connect to host hairbykole.com:80 ssl:default [getaddrinfo failed]
http://bundlesbybassett.com,,,,,,,,AIOHTTP ClientError for http://bundlesbybassett.com: ClientConnectorDNSError - Cannot connect to host bundlesbybassett.com:80 ssl:default [getaddrinfo failed]
http://documentsandforms.com,,,https://twitter.com/share,,,,,
http://lineoftecnologia.com,,,,,,,,AIOHTTP ClientError for http://lineoftecnologia.com: ClientConnectorDNSError - Cannot connect to host lineoftecnologia.com:80 ssl:default [getaddrinfo failed]
http://mikesagfencerepair.com,,,,,,,,"AIOHTTP ClientError for http://mikesagfencerepair.com: ClientConnectorCertificateError - Cannot connect to host mikesagfencerepair.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]"
http://sootheyoursoulmassage.com,,,,,,,,"AIOHTTP ClientError for http://sootheyoursoulmassage.com: ClientResponseError - 404, message='Not Found', url='https://sootheyoursoulmassage.com/'"
http://thatpaintgirl.com,,,,,,,,"AIOHTTP ClientError for http://thatpaintgirl.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.thatpaintgirl.com/'"
http://cgllcairheatingandcoolingservices.business.site,,,,,,,,"AIOHTTP ClientError for http://cgllcairheatingandcoolingservices.business.site: ClientResponseError - 404, message='Not Found', url='http://cgllcairheatingandcoolingservices.business.site'"
http://clinejewelers.com,,,,,,,,AIOHTTP ClientError for http://clinejewelers.com: ServerDisconnectedError - Server disconnected
http://1vandegraaff.com,,,,,,,,
http://betterbuildco.com,+15122708388,https://www.facebook.com/profile.php,,,https://www.instagram.com/austinhomeservices,,,
http://dreamservicesoftware.com,+1210695,https://www.facebook.com/dreamservicecrm,,https://www.linkedin.com/company/dream-service-software,https://www.instagram.com/dreamservicesoftware,,"11802 Warfield St. #200,",
http://meskauskis.com,,,,,,,,
